Database,ExchangeGuid,ExchangeUserAccountControl,LinkedMasterAccount,SamAccountName,ServerLegacyDN,ServerName,Office,UserPrincipalName,Alias,OrganizationalUnit,PrimarySmtpAddress,Name,DistinguishedName,Guid
Dag2DB58,8fa595ee-c42b-44dc-a34d-98aae9879da9,AccountDisabled,NAEAST\Lester.Davidson,Lester.Davidson,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX2,a360labsmbx2,IE-D  ,Lester.Davidson@a360labs.com,LesterDavidson,a360labs.net/a360labsUsers/cloud,LesterDavidson@a360labs.com,Lester Davidson,"CN=Lester Davidson,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",242a71b0-20fb-4c7b-8f4b-58a81bd0fb7c
Dag2DB58,d6c5e3e2-d486-48a4-985d-f42598c0f3cf,AccountDisabled,EMEA\Jerry.Cooper,Jerry.Cooper,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX2,a360labsmbx2,US-GU ,Jerry.Cooper@a360labs.com,JerryCooper,a360labs.net/a360labsUsers/cloud,JerryCooper@a360labs.com,Jerry Cooper,"CN=Jerry Cooper,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",77b87a91-1f9f-4c15-a2cc-4b36a02ffabd
Dag2DB65,70435114-2a56-4469-a26b-34f2508410ee,AccountDisabled,EMEA\Alex.Bailey,Alex.Bailey,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX2,a360labsmbx2,CZ-10 ,Alex.Bailey@a360labs.com,AlexBailey,a360labs.net/a360labsUsers/cloud,AlexBailey@a360labs.com,Alex Bailey,"CN=Alex Bailey,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",826fc583-fc4d-43ea-a70c-a94bfae7f55f
Dag2DB17,f21c2099-453e-4771-ae70-eea63931c868,AccountDisabled,EMEA\Noah.Evans,Noah.Evans,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,CZ-10 ,Noah.Evans@a360labs.com,NoahEvans,a360labs.net/a360labsUsers/cloud,NoahEvans@a360labs.com,Noah Evans,"CN=Noah Evans,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",3eea35bb-a499-4001-bbee-8372b52c55a8
Dag2DB52,77eb99a2-8111-45d2-ad5d-993b6f14aa34,AccountDisabled,NAEAST\Polly.Jennings,Polly.Jennings,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX2,a360labsmbx2,SG-01 ,Polly.Jennings@a360labs.com,PollyJennings,a360labs.net/a360labsUsers/cloud,PollyJennings@a360labs.com,Polly Jennings,"CN=Polly Jennings,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",b62777b8-59c0-4bbc-87b5-88530f01b911
Dag2DB24,5deca487-8ab6-4c03-ae4d-e83fedf0b11c,AccountDisabled,EMEA\Mike.Glover,Mike.Glover,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,GB-LND,Mike.Glover@a360labs.com,MikeGlover,a360labs.net/a360labsUsers/cloud,MikeGlover@a360labs.com,Mike Glover,"CN=Mike Glover,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",7c96b344-2997-48f6-bb06-7379ddc6a217
Dag2DB23,b253ce66-3c9d-4f1b-8e16-7311626e29f0,AccountDisabled,EMEA\Fannie.Frank,Fannie.Frank,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,SG-01 ,Fannie.Frank@a360labs.com,FannieFrank,a360labs.net/a360labsUsers/cloud,FannieFrank@a360labs.com,Fannie Frank,"CN=Fannie Frank,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",b8426ab8-fec7-4e17-ac1f-aca07779b93c
Dag2DB64,f57bc7ee-96f4-4d44-890f-bcab3eff1257,AccountDisabled,NAEAST\Barry.Palmer,Barry.Palmer,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX2,a360labsmbx2,US-GU ,Barry.Palmer@a360labs.com,BarryPalmer,a360labs.net/a360labsUsers/cloud,BarryPalmer@a360labs.com,Barry Palmer,"CN=Barry Palmer,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",620f8d1e-dbd9-4b3b-b669-3e36c48f2f6e
Dag2DB91,1f4ec5cb-4043-465b-a0cc-7e9e38cf6309,AccountDisabled,EMEA\Olivia.Moody,Olivia.Moody,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX2,a360labsmbx2,US-WY ,Olivia.Moody@a360labs.com,OliviaMoody,a360labs.net/a360labsUsers/cloud,OliviaMoody@a360labs.com,Olivia Moody,"CN=Olivia Moody,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",1a44cdd5-e8d8-4b1e-86ae-90fcebe349dd
Dag2DB26,ad6e856d-3ddd-4569-b195-eb782312d33f,AccountDisabled,NAEAST\Sylvia.Robertson,Sylvia.Robertson,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,US-WA ,Sylvia.Robertson@a360labs.com,SylviaRobertson,a360labs.net/a360labsUsers/cloud,SylviaRobertson@a360labs.com,Sylvia Robertson,"CN=Sylvia Robertson,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",7976d4c5-199a-41cc-be7e-7dfb4489ac03
Dag2DB62,0ee6ef6a-1cd4-42b8-bc3b-fb9d0c960002,AccountDisabled,EMEA\Logan.Gilbert,Logan.Gilbert,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX2,a360labsmbx2,HU-BU ,Logan.Gilbert@a360labs.com,LoganGilbert,a360labs.net/a360labsUsers/cloud,LoganGilbert@a360labs.com,Logan Gilbert,"CN=Logan Gilbert,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",078c2843-54af-4c46-845a-694fcb98d906
Dag2DB69,3253a04d-cedc-46f3-9917-040fadc8b06b,AccountDisabled,EMEA\Leonard.Hernandez,Leonard.Hernandez,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX2,a360labsmbx2,US-WA ,Leonard.Hernandez@a360labs.com,LeonardHernandez,a360labs.net/a360labsUsers/cloud,LeonardHernandez@a360labs.com,Leonard Hernandez,"CN=Leonard Hernandez,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",5616a83f-695f-4d30-960c-d9e73060999c
Dag2DB69,9f1bb09a-cce2-40af-a136-1c3a1d21bfea,AccountDisabled,EMEA\Martha.Jennings,Martha.Jennings,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX2,a360labsmbx2,US-DC ,Martha.Jennings@a360labs.com,MarthaJennings,a360labs.net/a360labsUsers/cloud,MarthaJennings@a360labs.com,Martha Jennings,"CN=Martha Jennings,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",7eca4b5b-174b-4a6d-8612-adbcea20e563
Dag2DB21,9e23b737-31a4-4c14-9a3e-97f6301eccf7,AccountDisabled,NAEAST\Lillian.Cruz,Lillian.Cruz,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,US-NY ,Lillian.Cruz@a360labs.com,LillianCruz,a360labs.net/a360labsUsers/cloud,LillianCruz@a360labs.com,Lillian Cruz,"CN=Lillian Cruz,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",86389ae8-a605-4f38-9a1c-7b9e8f5d8dcf
Dag2DB38,2114a3c8-3aa7-42cd-a1aa-c0e3c9d8a884,AccountDisabled,NAEAST\Roger.Park,Roger.Park,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,HU-BU ,Roger.Park@a360labs.com,RogerPark,a360labs.net/a360labsUsers/cloud,RogerPark@a360labs.com,Roger Park,"CN=Roger Park,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",9b8aab70-e56b-41eb-972b-570cbe2344b8
Dag2DB4,ce92da8d-1b40-4727-8a93-970cb313129c,AccountDisabled,EMEA\Chester.Hart,Chester.Hart,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,US-GU ,Chester.Hart@a360labs.com,ChesterHart,a360labs.net/a360labsUsers/cloud,ChesterHart@a360labs.com,Chester Hart,"CN=Chester Hart,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",c70baed2-1cf7-422f-8d34-78edb04c8685
Dag2DB81,822491fd-87c3-45b2-9962-7dfe701bc897,AccountDisabled,EMEA\Ray.Gray,Ray.Gray,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX2,a360labsmbx2,IN-DL ,Ray.Gray@a360labs.com,RayGray,a360labs.net/a360labsUsers/cloud,RayGray@a360labs.com,Ray Gray,"CN=Ray Gray,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",613bcb08-7e46-4db6-b31b-ecf2cd8045f1
Dag2DB52,bb8650e3-c482-4625-a18d-be022f91b10a,AccountDisabled,EMEA\Nettie.Marshall,Nettie.Marshall,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX2,a360labsmbx2,US-GU ,Nettie.Marshall@a360labs.com,NettieMarshall,a360labs.net/a360labsUsers/cloud,NettieMarshall@a360labs.com,Nettie Marshall,"CN=Nettie Marshall,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",d0168325-0994-465c-9d90-6d60c184980c
Dag2DB98,336478b7-43cb-4679-a11d-2f5ec6614c04,AccountDisabled,EMEA\Eddie.Atkins,Eddie.Atkins,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX2,a360labsmbx2,US-NY ,Eddie.Atkins@a360labs.com,EddieAtkins,a360labs.net/a360labsUsers/cloud,EddieAtkins@a360labs.com,Eddie Atkins,"CN=Eddie Atkins,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",d72c9b5b-cbf8-478a-b268-aeed433928ec
Dag2DB14,4d868cb1-44a4-47d4-a80b-4da0b2565d5d,AccountDisabled,NAEAST\Gussie.Parker,Gussie.Parker,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,GB-LND,Gussie.Parker@a360labs.com,GussieParker,a360labs.net/a360labsUsers/cloud,GussieParker@a360labs.com,Gussie Parker,"CN=Gussie Parker,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",ed718d0f-71b6-4934-94cb-8819b96560ff
Dag2DB35,3a511160-6cbe-455f-82ab-e24d83c23afe,AccountDisabled,NAEAST\Leroy.Stevenson,Leroy.Stevenson,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,US-NY ,Leroy.Stevenson@a360labs.com,LeroyStevenson,a360labs.net/a360labsUsers/cloud,LeroyStevenson@a360labs.com,Leroy Stevenson,"CN=Leroy Stevenson,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",72c621b1-92f5-4a02-9e77-3d3a5fe5bd5e
Dag2DB89,2b6c6e02-6024-4c2f-85be-54814620ef70,AccountDisabled,EMEA\Christian.Collins,Christian.Collins,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX2,a360labsmbx2,GB-LND,Christian.Collins@a360labs.com,ChristianCollins,a360labs.net/a360labsUsers/cloud,ChristianCollins@a360labs.com,Christian Collins,"CN=Christian Collins,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",e8ebb2c7-994e-43e4-90f1-36627c144d61
Dag2DB6,511db5f3-1056-4f0b-a882-62b250f9c181,AccountDisabled,NAEAST\Marvin.Mills,Marvin.Mills,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,US-WA ,Marvin.Mills@a360labs.com,MarvinMills,a360labs.net/a360labsUsers/cloud,MarvinMills@a360labs.com,Marvin Mills,"CN=Marvin Mills,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",7ca6853a-f154-4be9-9dd8-2cf9cc9b79ed
Dag2DB40,75132532-877d-4dd8-a8fc-a65764f18c01,AccountDisabled,EMEA\Lydia.Torres,Lydia.Torres,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,US-WY ,Lydia.Torres@a360labs.com,LydiaTorres,a360labs.net/a360labsUsers/cloud,LydiaTorres@a360labs.com,Lydia Torres,"CN=Lydia Torres,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",a3ce21ef-1752-4b77-8d50-4f68dbebbd32
Dag2DB56,3e3fec4f-04ab-4bbf-a339-16e45a8ba9f0,AccountDisabled,EMEA\Victoria.Farmer,Victoria.Farmer,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX2,a360labsmbx2,US-WY ,Victoria.Farmer@a360labs.com,VictoriaFarmer,a360labs.net/a360labsUsers/cloud,VictoriaFarmer@a360labs.com,Victoria Farmer,"CN=Victoria Farmer,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",1f29e50f-689f-43eb-82b1-0d7ffc701eb1
Dag2DB28,3f02fece-09df-4aa5-b6c1-a552845c99bb,AccountDisabled,NAEAST\Helena.Copeland,Helena.Copeland,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,HU-BU ,Helena.Copeland@a360labs.com,HelenaCopeland,a360labs.net/a360labsUsers/cloud,HelenaCopeland@a360labs.com,Helena Copeland,"CN=Helena Copeland,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",0ed461e7-3034-43a3-8f4c-cd09e1121680
Dag2DB18,48cc2c0a-c24b-445a-bd26-c98a9c72b64b,AccountDisabled,EMEA\Essie.Chandler,Essie.Chandler,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,US-WY ,Essie.Chandler@a360labs.com,EssieChandler,a360labs.net/a360labsUsers/cloud,EssieChandler@a360labs.com,Essie Chandler,"CN=Essie Chandler,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",e0c2a49a-82ec-4ebd-b2df-e52340785d98
Dag2DB31,8bd84cc5-46e5-4da9-b16c-e35842c556d2,AccountDisabled,EMEA\Peter.Vargas,Peter.Vargas,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,US-DC ,Peter.Vargas@a360labs.com,PeterVargas,a360labs.net/a360labsUsers/cloud,PeterVargas@a360labs.com,Peter Vargas,"CN=Peter Vargas,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",c051a240-6d8b-43c7-9941-423441d1c7fc
Dag2DB22,b7c32440-0086-446e-b815-5e165394e7b2,AccountDisabled,NAEAST\Caroline.Figueroa,Caroline.Figueroa,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,CZ-10 ,Caroline.Figueroa@a360labs.com,CarolineFigueroa,a360labs.net/a360labsUsers/cloud,CarolineFigueroa@a360labs.com,Caroline Figueroa,"CN=Caroline Figueroa,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",b7ca9d3a-6975-4dcb-89fb-fe957614a1ca
Dag2DB88,76f20683-167b-471c-8e1c-66c647e4c972,AccountDisabled,EMEA\Gerald.Allen,Gerald.Allen,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX2,a360labsmbx2,SG-01 ,Gerald.Allen@a360labs.com,GeraldAllen,a360labs.net/a360labsUsers/cloud,GeraldAllen@a360labs.com,Gerald Allen,"CN=Gerald Allen,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",fd91e37d-e5a3-4194-9a16-f44bb6336d5d
Dag2DB14,bea4c468-9cf4-4492-b8bb-2ec02d2cc1d1,AccountDisabled,NAEAST\Agnes.Bennett,Agnes.Bennett,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,US-NY ,Agnes.Bennett@a360labs.com,AgnesBennett,a360labs.net/a360labsUsers/cloud,AgnesBennett@a360labs.com,Agnes Bennett,"CN=Agnes Bennett,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",4f4e8820-aea2-488c-8916-069298579095
Dag2DB10,c24657e3-34f0-4b00-85eb-c9f484414485,AccountDisabled,EMEA\Rena.Peterson,Rena.Peterson,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,SG-01 ,Rena.Peterson@a360labs.com,RenaPeterson,a360labs.net/a360labsUsers/cloud,RenaPeterson@a360labs.com,Rena Peterson,"CN=Rena Peterson,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",6d1c7a37-ec6d-458c-b010-d00616582095
Dag2DB56,9ebbd94c-5689-4921-bc16-ccdbb950149d,AccountDisabled,NAEAST\Nora.Curtis,Nora.Curtis,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX2,a360labsmbx2,HU-BU ,Nora.Curtis@a360labs.com,NoraCurtis,a360labs.net/a360labsUsers/cloud,NoraCurtis@a360labs.com,Nora Curtis,"CN=Nora Curtis,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",6fef963b-a75c-433a-8c11-3ed23f2d4724
Dag2DB49,66736c0f-3426-4229-92b1-2121f062645b,AccountDisabled,EMEA\Verna.Rhodes,Verna.Rhodes,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,US-DC ,Verna.Rhodes@a360labs.com,VernaRhodes,a360labs.net/a360labsUsers/cloud,VernaRhodes@a360labs.com,Verna Rhodes,"CN=Verna Rhodes,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",1ef3bc8a-d7e4-424e-b97a-7c848de69797
Dag2DB85,8aaf586b-d12d-4c4e-a6a4-c857b897e150,AccountDisabled,EMEA\Calvin.Myers,Calvin.Myers,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX2,a360labsmbx2,US-WA ,Calvin.Myers@a360labs.com,CalvinMyers,a360labs.net/a360labsUsers/cloud,CalvinMyers@a360labs.com,Calvin Myers,"CN=Calvin Myers,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",df7a2314-3438-4388-ada3-3938b5c37b8f
Dag2DB61,e83f71a4-4ea0-4b92-820c-b64fe03cd698,AccountDisabled,EMEA\Jeremy.Copeland,Jeremy.Copeland,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX2,a360labsmbx2,HU-BU ,Jeremy.Copeland@a360labs.com,JeremyCopeland,a360labs.net/a360labsUsers/cloud,JeremyCopeland@a360labs.com,Jeremy Copeland,"CN=Jeremy Copeland,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",9b425aa5-bf75-43ec-a5f8-27737a254541
Dag2DB22,da1aaebd-546b-4838-a221-46c313d1dc88,AccountDisabled,NAEAST\Anne.Butler,Anne.Butler,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,HU-BU ,Anne.Butler@a360labs.com,AnneButler,a360labs.net/a360labsUsers/cloud,AnneButler@a360labs.com,Anne Butler,"CN=Anne Butler,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",427d4812-53c4-4fee-a89a-5184db0ec7ae
Dag2DB74,c039984e-aa79-467d-964a-00fb9c2323ae,AccountDisabled,EMEA\Alice.Spencer,Alice.Spencer,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX2,a360labsmbx2,GB-LND,Alice.Spencer@a360labs.com,AliceSpencer,a360labs.net/a360labsUsers/cloud,AliceSpencer@a360labs.com,Alice Spencer,"CN=Alice Spencer,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",fe58a36e-df35-4018-bf9f-11c1f2772370
Dag2DB78,ee79f229-0184-4446-a01e-d413ea31c7b8,AccountDisabled,EMEA\Roger.Ingram,Roger.Ingram,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX2,a360labsmbx2,IN-DL ,Roger.Ingram@a360labs.com,RogerIngram,a360labs.net/a360labsUsers/cloud,RogerIngram@a360labs.com,Roger Ingram,"CN=Roger Ingram,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",cdf64c45-1cd9-4e91-ada2-0b717f99afba
Dag2DB80,eb2a36a3-a674-4fd8-b1b3-9cf51897e705,AccountDisabled,EMEA\Ella.Chavez,Ella.Chavez,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX2,a360labsmbx2,HU-BU ,Ella.Chavez@a360labs.com,EllaChavez,a360labs.net/a360labsUsers/cloud,EllaChavez@a360labs.com,Ella Chavez,"CN=Ella Chavez,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",89eec861-51f1-4705-bde2-ec9cd85d0074
Dag2DB82,4c57b967-3926-4e5d-b6d8-cc0375f72dd9,AccountDisabled,EMEA\Harriet.Hanson,Harriet.Hanson,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX2,a360labsmbx2,CZ-10 ,Harriet.Hanson@a360labs.com,HarrietHanson,a360labs.net/a360labsUsers/cloud,HarrietHanson@a360labs.com,Harriet Hanson,"CN=Harriet Hanson,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",96af9500-cd93-49c2-aae4-2b219d65f491
Dag2DB25,4397d218-0518-4b24-959c-102e3c277799,AccountDisabled,NAEAST\Elmer.Watts,Elmer.Watts,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,SG-01 ,Elmer.Watts@a360labs.com,ElmerWatts,a360labs.net/a360labsUsers/cloud,ElmerWatts@a360labs.com,Elmer Watts,"CN=Elmer Watts,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",cb7842e3-cff5-45ce-b09d-0b30fd21d424
Dag2DB76,297ba721-04e1-4d55-9708-0bb87b7d4b5d,AccountDisabled,EMEA\Gilbert.Daniels,Gilbert.Daniels,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX2,a360labsmbx2,IN-DL ,Gilbert.Daniels@a360labs.com,GilbertDaniels,a360labs.net/a360labsUsers/cloud,GilbertDaniels@a360labs.com,Gilbert Daniels,"CN=Gilbert Daniels,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",db2125ce-f569-4465-b424-ffbd6d4c1b20
Dag2DB58,3c2ea9c6-4cf1-49d5-bf42-5daa8131026a,AccountDisabled,EMEA\Rosie.Washington,Rosie.Washington,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX2,a360labsmbx2,HU-BU ,Rosie.Washington@a360labs.com,RosieWashington,a360labs.net/a360labsUsers/cloud,RosieWashington@a360labs.com,Rosie Washington,"CN=Rosie Washington,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",72004fbc-8336-4170-aafc-e8be2ac2bba3
Dag2DB74,8e844a07-86ee-46cc-8d06-f7d9f5a96a95,AccountDisabled,EMEA\Genevieve.Carpenter,Genevieve.Carpenter,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX2,a360labsmbx2,HU-BU ,Genevieve.Carpenter@a360labs.com,GenevieveCarpenter,a360labs.net/a360labsUsers/cloud,GenevieveCarpenter@a360labs.com,Genevieve Carpenter,"CN=Genevieve Carpenter,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",4449e31b-d64d-439e-bca9-6ca947a7c5b8
Dag2DB29,5d7947dc-02e5-4635-885f-227d6183dbd1,AccountDisabled,NAEAST\Alma.Pena,Alma.Pena,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,US-DC ,Alma.Pena@a360labs.com,AlmaPena,a360labs.net/a360labsUsers/cloud,AlmaPena@a360labs.com,Alma Pena,"CN=Alma Pena,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",69db3ed5-8822-4e88-b6ac-a085cffb602e
Dag2DB29,48515465-a670-4076-890d-fa56b9e89278,AccountDisabled,NAEAST\Ernest.Atkins,Ernest.Atkins,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,IN-DL ,Ernest.Atkins@a360labs.com,ErnestAtkins,a360labs.net/a360labsUsers/cloud,ErnestAtkins@a360labs.com,Ernest Atkins,"CN=Ernest Atkins,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",1f937b6d-61dc-4cec-9fa7-2f327b083c6c
Dag2DB17,4dac4a42-5271-4bf3-8ac9-91fcba8aec2a,AccountDisabled,EMEA\Bertha.Schwartz,Bertha.Schwartz,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,US-NY ,Bertha.Schwartz@a360labs.com,BerthaSchwartz,a360labs.net/a360labsUsers/cloud,BerthaSchwartz@a360labs.com,Bertha Schwartz,"CN=Bertha Schwartz,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",db3f91d9-f54b-43ff-af27-f2a0de053cae
